track_id,n_obs,first_scene,last_scene,zones,n_distinct_vessels
0,3,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],3
1,2,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[1],2
2,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[2],1
3,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
4,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
5,7,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220114T154141_20220114T154206_041459_04EDF9_rtc,[1],7
6,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
7,5,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220114T154141_20220114T154206_041459_04EDF9_rtc,[1],5
8,7,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220114T154141_20220114T154206_041459_04EDF9_rtc,"[1, 2]",7
9,3,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[2],3
10,36,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220415T153354_20220415T153419_042786_051B3E_rtc,[2],36
11,12,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220121T153354_20220121T153419_041561_04F166_rtc,[2],12
12,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[2],1
13,106,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220521T153356_20220521T153421_043311_052C0C_rtc,[2],106
14,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[2],1
15,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
16,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
17,4,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[1],4
18,78,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220502T154141_20220502T154206_043034_05236C_rtc,[2],78
19,66,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220427T153354_20220427T153419_042961_0520FC_rtc,[2],66
20,4,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220114T154141_20220114T154206_041459_04EDF9_rtc,[2],4
21,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[2],1
22,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
23,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
24,1,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,[1],1
25,10,S1A_IW_GRDH_1SDV_20220102T154141_20220102T154206_041284_04E832_rtc,S1A_IW_GRDH_1SDV_20220114T154141_20220114T154206_041459_04EDF9_rtc,[1],10
26,2,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],2
27,1,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[1],1
28,1,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[2],1
29,1,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,[2],1
30,10,S1A_IW_GRDH_1SDV_20220103T034316_20220103T034341_041291_04E877_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[2],10
31,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],1
32,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],1
33,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],1
34,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[2],1
35,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[2],1
36,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[1],1
37,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[2],1
38,1,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,S1A_IW_GRDH_1SDV_20220109T153354_20220109T153419_041386_04EBAB_rtc,[2],1
39,6,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[1],6
40,7,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[1],7
41,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[1],1
42,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[1],1
43,7,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[1],7
44,3,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,"[1, 2]",3
45,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[1],1
46,11,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],11
47,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[2],1
48,8,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[1],8
49,10,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[1],10
50,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[1],1
51,2,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,[1],2
52,3,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,"[1, 2]",3
53,1,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,S1A_IW_GRDH_1SDV_20220126T154140_20220126T154205_041634_04F3F4_rtc,[1],1
54,1,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,[2],1
55,1,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,[2],1
56,1,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,[2],1
57,1,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,[2],1
58,4,S1A_IW_GRDH_1SDV_20220202T153353_20220202T153418_041736_04F764_rtc,S1A_IW_GRDH_1SDV_20220214T153353_20220214T153418_041911_04FD80_rtc,[2],4
59,1,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,[0],1
60,1,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,[0],1
61,1,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,[1],1
62,1,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,[1],1
63,1,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,S1A_IW_GRDH_1SDV_20220207T154140_20220207T154205_041809_04F9F3_rtc,[1],1
64,2,S1A_IW_GRDH_1SDV_20220214T153353_20220214T153418_041911_04FD80_rtc,S1A_IW_GRDH_1SDV_20220219T154140_20220219T154205_041984_050008_rtc,[2],2
65,1,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,[1],1
66,1,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,[1],1
67,1,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,S1A_IW_GRDH_1SDV_20220226T153353_20220226T153418_042086_050385_rtc,[2],1
68,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
69,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
70,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
71,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
72,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
73,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
74,3,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],3
75,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
76,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
77,3,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,"[1, 2]",3
78,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
79,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
80,4,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],4
81,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
82,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
83,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
84,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
85,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
86,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
87,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
88,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
89,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
90,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
91,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
92,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
93,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
94,5,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],5
95,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
96,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
97,3,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],3
98,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
99,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
100,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
101,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
102,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],2
103,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
104,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[2],1
105,3,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],3
106,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
107,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
108,2,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[1],2
109,1,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,S1A_IW_GRDH_1SDV_20220303T154139_20220303T154204_042159_050601_rtc,[1],1
110,1,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],1
111,1,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],1
112,1,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,S1A_IW_GRDH_1SDV_20220304T034314_20220304T034339_042166_050642_rtc,[2],1
113,1,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,[2],1
114,1,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,[1],1
115,1,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,[1],1
116,12,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,"[1, 2]",12
117,1,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,S1A_IW_GRDH_1SDV_20220310T153353_20220310T153418_042261_050971_rtc,[1],1
118,3,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[1],3
119,5,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[1],5
120,2,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220322T153353_20220322T153418_042436_050F68_rtc,[1],2
121,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
122,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
123,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
124,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
125,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
126,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
127,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
128,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
129,1,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,S1A_IW_GRDH_1SDV_20220315T154140_20220315T154205_042334_050BF4_rtc,[1],1
130,8,S1A_IW_GRDH_1SDV_20220322T153353_20220322T153418_042436_050F68_rtc,S1A_IW_GRDH_1SDV_20220415T153354_20220415T153419_042786_051B3E_rtc,[1],8
131,1,S1A_IW_GRDH_1SDV_20220322T153353_20220322T153418_042436_050F68_rtc,S1A_IW_GRDH_1SDV_20220322T153353_20220322T153418_042436_050F68_rtc,[1],1
132,3,S1A_IW_GRDH_1SDV_20220322T153353_20220322T153418_042436_050F68_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[2],3
133,1,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[1],1
134,1,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[1],1
135,1,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,S1A_IW_GRDH_1SDV_20220327T154140_20220327T154205_042509_0511E6_rtc,[1],1
136,1,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,[1],1
137,1,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,[1],1
138,1,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,[1],1
139,4,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220415T153354_20220415T153419_042786_051B3E_rtc,[2],4
140,1,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,[1],1
141,1,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,S1A_IW_GRDH_1SDV_20220403T153353_20220403T153418_042611_051558_rtc,[1],1
142,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[1],1
143,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[1],1
144,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[1],1
145,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[1],1
146,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[1],1
147,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[2],1
148,1,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,S1A_IW_GRDH_1SDV_20220408T154140_20220408T154205_042684_0517CC_rtc,[2],1
